Supplier,Purchase Currency,BRAND,TYPE,SUBTYPE,SKU,EAN,Product Name,Base Price/Unit (USD),Purchase Price/Unit,QTY,TOTAL (USD),Remarks,Incoming Stocks,Incoming Stocks (USD),Allocated Stocks,Allocated Stocks (USD),Non-Allocated Stocks,Non-Allocated Stocks (USD),Total Stocks,SOH + In Transit Stock (USD),PO Number
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Candles,H4K3010000,3700135012950,COUNTRY HOME CANDLE 220GM,0,21.2100,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Candles,H46R010000,3700135094505,RUSSIAN NIGHTS RUBBER IN 3 x 118g,0,24.2400,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Candles,H46T010000,3700135094512,SAINT DES SAINTS RUBBER 3 x 118g,0,24.2400,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Fragrances,H3XH010000,3700135010451,DANS MON LIT LINEN SPRY 100ML,0,0,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Fragrances,H42C010000,3700135095014,PERFUME BOX 50 ML,0,0,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,Catalogue,Fragrances,H3WK010000,3700135000377,THE NIGHT 50ML,0,206.0400,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,POSM,Tester,H4CN500000,3700135094314,CSBLNCA LILY CANDLE TSTR 220GM,0,0,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
SAS EDP FRANCE HOLDING - FM (EUR),EUR,FM,POSM,Tester,H4K4500000,3700135012981,MAHOGANY CANDLE TESTER 220GM,0,0,1.00000,0,FM 2406,0,0,0,0,1.00000,0,1.00000,0,PO0282
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,Catalogue,Fragrances,89001500300,3423470890013,FH EDT Vapo 50ml,0,21.3300,42.00000,0,SSD 0804,0,0,0,0,42.00000,0,42.00000,0,PO0051
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,Catalogue,Fragrances,89001500300,3423470890013,FH EDT Vapo 50ml,0,21.9900,60.00000,0,SSD 0505,0,0,0,0,60.00000,0,60.00000,0,PO0209
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,Catalogue,Giftset,82000392101,,"NR FH
EDP-XMS22-SETD-100+BL50+FHEDP
PS10",0,35.2300,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,Catalogue,Giftset,82000389101,,"NR FH
EDT-XMS22-SETB-100+BL50+FHEDT
PS10",0,33.0200,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,POSM,30398100000,,"DG CORPO-20-GWP TRIO SMALL
NOTEBOOKS",0,0,300.00000,0,SSD 1608,0,0,0,0,300.00000,0,300.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,POSM,30700910101,,DG INSTIT21-GWP-DELUXE MIRROR,0,0,100.00000,0,SSD 1608,0,0,0,0,100.00000,0,100.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,POSM,88518500000,,DG MU OTH-19-CORPO MIRROR,0,0,50.00000,0,SSD 1608,0,0,0,0,50.00000,0,50.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,POSM,88513500000,,DG MU OTH-19-CORPO POUCH,0,0,100.00000,0,SSD 1608,0,0,0,0,100.00000,0,100.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,POSM,85072100000,,NR FH PM EDP-19-GWP PURSE SP 10ML,0,2.3100,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,POSM,89849500105,,"NR FHER - EDP PURSE SPRAY GWP
10ML",0,2.5900,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,Tester,30700707101,,DG LB FOREVER EDP -TT-100ML,0,7.7500,24.00000,0,SSD 1608,0,0,0,0,24.00000,0,24.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,Tester,30267460103,3423473026747,DG LBPH - EDT 125ML TESTER,0,4.3500,64.00000,0,SSD 1608,0,0,0,0,64.00000,0,64.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,Tester,30267660102,,DG POUR FEMME - EDP 100ML TESTER,0,4.6900,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,D&G,POSM,Tester,30267860102,,"DG POUR HOMME EDT VAPO 125ML
TEST",0,4.4300,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,IMF,POSM,Tester,48461600000,3423474846160,IM - NECTAR D'ISSEY EDP - Tester 90ml,0,7.8000,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,IMF,POSM,Tester,31800291101,,IM EI ER EDTI-100ML-TT,0,6.3600,8.00000,0,SSD 1608,0,0,0,0,8.00000,0,8.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,Tester,89200600106,,AMBER MUSC EDPI 100ML TT,0,9.9000,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,Tester,89002800100,3423478900288,FH EDT VAPO 100ML TESTEUR,0,5.8700,40.00000,0,SSD 0505,0,0,0,0,40.00000,0,40.00000,0,PO0209
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,Tester,88187600000,3423478818767,FH FLEUR MUSC EDP 100ML TEST,0,6.7400,20.00000,0,SSD 0505,0,0,0,0,20.00000,0,20.00000,0,PO0209
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,NCS,POSM,Tester,82000227101,3423222012823,NR NNA EDT-21-TT-90ML,0,7.2300,24.00000,0,SSD 0505,0,0,0,0,24.00000,0,24.00000,0,PO0209
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,IMF,POSM,Vials,31800127101,3423222010362,IM DI EDP-21-(x12)SAMPLE-0.8ML,0,2.1300,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
Shiseido Group EMEA (Beaute Prestige International SA) EUR,EUR,IMF,POSM,Vials,84406500103,,"IM EH SAMPLE EDT(x12) SOFIX 0,8ML",0,2.0700,6.00000,0,SSD 1608,0,0,0,0,6.00000,0,6.00000,0,PO0478
This Company (GBP),GBP,EM,POSM,POSM,E05AAS,,SMALL AQUA COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,M04BAS,,SMALL BROWN COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,M01GAS,,SMALL GREY COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,E03LAS,,SMALL LIME GREEN COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,E02OAS,,SMALL ORANGE COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,E04PAS,,SMALL PINK COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,E01PAS,,SMALL PURPLE COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,M02RAS,,SMALL RED COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,M03SAS,,SMALL SAGE GREEN COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,POSM,M05SAS,,SMALL SILVER COUNTER STAND,0,0,1.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,1.00000,0,1.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,Vials,ESC03V,,Escentric 03 2ml,0,0,600.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,600.00000,0,600.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,Vials,ESC04V,,Escentric 04 2ml,0,0,600.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,600.00000,0,600.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,Vials,ESC05V,,Escentric 05 2ml,0,0,600.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,600.00000,0,600.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,Vials,MOL03V,,Molecule 03 2ml,0,0,600.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,600.00000,0,600.00000,0,PO0375
This Company (GBP),GBP,EM,POSM,Vials,MOL04V,,Molecule 04 2ml,0,0,600.00000,0,EM CH 2112 - ETA SIN 2707,0,0,0,0,600.00000,0,600.00000,0,PO0375
Victorinox AGm (USD),USD,VSA,Catalogue,Fragrances,V0000898,,Victorinox First Snow EdT 100ml,0,16.0500,240.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,240.00000,0,240.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,Catalogue,Fragrances,V0000892,7611160127600,VSA Altitude EDT 100ml,0,0,17.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,17.00000,0,17.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,Catalogue,Fragrances,V0000889,7611160127570,VSA Classic EDT 100ml,0,0,48.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,48.00000,0,48.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,Catalogue,Fragrances,V0000893,7611160127617,VSA For Her EDT 100ml,0,0,14.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,14.00000,0,14.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Tester,W0000143,,Victorinox First Snow EdT 100ml Tester,0,0,48.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,48.00000,0,48.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Tester,W0000134,7611160127686,VSA Classic EDT Tester 100ml,0,0,48.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,48.00000,0,48.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Vials,W0000121,,Victorinox First Snow Mini Spray Sample Card,0,0,960.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,960.00000,0,960.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Vials,W0000115,7611160127822,VSA Altitude EDT 1.5 ml,0,0,960.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,960.00000,0,960.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Vials,W0000112,7611160127792,VSA Classic EDT 1.5 ml,0,0,960.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,960.00000,0,960.00000,0,PO0337
Victorinox AGm (USD),USD,VSA,POSM,Vials,W0000116,7611160127839,VSA For Her EDT 1.5 ml,0,0,960.00000,0,VSA CH 0110 - ETA SIN 2707,0,0,0,0,960.00000,0,960.00000,0,PO0337
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.1888,8033488153267,1888 EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.001.ACN,8033488156206,Accento EDP 100ml,0,51.0000,10.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,10.00000,0,10.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.001.ACN,8033488156206,Accento EDP 100ml,0,51.0000,2.00000,0,SOS CH 1406 - ETA SIN 0708,0,0,0,0,2.00000,0,2.00000,0,PO0259
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.001.ACN.50,8033488158743,Accento EDP 50ml,0,33.8000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.001.OVR,8033488159016,Accento Overdose EDP 100ml New,0,59.0000,20.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,20.00000,0,20.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AII.30,8033488157135,Alexandria II Travel Perfume 30ml,0,32.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AIII.50,8033488159207,Alexandria III Parfum 50ml New,0,59.0000,16.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,16.00000,0,16.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.AMA.100,8054320900009,Amabile EDP 100ml,0,51.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.BOU,8033488153588,Bouquet Ideale EDP 100ml,0,54.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.BOU.30,8033488154516,Bouquet Ideale EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.CAS,8054320900078,Casafutura EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.DBN,8033488151652,Dama Bianca EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.DOL.100,8033488150112,Dolce Amalfi EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.DOL.30,8033488150662,Dolce Amalfi EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.DON.100,8033488155179,Don EDP 100ml,0,58.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.019.EPU,8033488156329,Erba Pura EDP 100ml,0,44.0000,18.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,18.00000,0,18.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.FER,8033488153571,Fiero EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.FER.30,8033488154578,Fiero EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.GDAL.50,8033488157906,Golden Dallah Parfum 50ml New,0,47.0000,4.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,4.00000,0,4.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.GGRE.50,8033488159306,Golden Green Parfum 50ml,0,47.0000,10.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,10.00000,0,10.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.GMOK.50,8033488157890,Golden Moka Parfum 50ml,0,47.0000,10.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,10.00000,0,10.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.BAL,8033488153281,Gran Ballo EDP 100ml,0,54.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.ITA.100,8033488154882,Italica EDP 100ml,0,60.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.ITA.30,8054320900283,Italica EDP 30ml,0,21.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.IVR.50,8033488155230,Ivory Route EDP 50ml,0,34.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CMN.100,8033488155193,JTC - Join the Club COMANDANTE - edp 100 ml,0,54.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.FCH.50,8033488155223,JTC Fatal Charme EDP 50 ml,0,34.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.TOS,8033488154158,La Tosca EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.TOS.30,8033488154585,La Tosca EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.LIR,8033488153595,Lira EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.LIR.30,8033488154547,Lira EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.LUX.50,8033488159160,Luxor Parfum 50ml New,0,59.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.MEF,8033488153557,Mefisto EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.MEF.30,8033488154554,Mefisto EDP 30ml,0,19.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,CM.BOIL.GEN,8033488158583,Mefisto Gentiluomo Beard Oil 30ml,0,10.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.GEN,8033488158057,Mefisto Gentiluomo EDP 100ml,0,54.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.028.MUS,8033488157661,Muse EDP 100ml,0,51.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AORI.50,8033488157784,Oud Stars Alexandria Orientale 50 ml,0,59.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.017.OUV,8033488156381,Ouverture EDP 100ml,0,51.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.017.OUV.50,8033488158859,Ouverture EDP 50ml,0,33.8000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.CM.REG,8033488153601,Regio EDP 100ml,0,54.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.REN.100,8033488155063,Renaissance EDP 100ml,0,44.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,SOS.024.WRD,8033488156480,Wardasina EDP 100ml,0,59.0000,8.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,8.00000,0,8.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.DA.100,8033488155520,XJ 17/17 Damarosed EDP 100ml,0,114.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.RW.100,8033488155506,XJ 17/17 Richwood EDP 100ml,0,114.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.SY.100,8033488155551,XJ 17/17 Symphonium EDP 100ml,0,114.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.SY.50,8054320900252,XJ 17/17 Symphonium EDP 50ml,0,76.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.NAX.100,8033488155070,XJ 1861 NAXOS - edp 100 ml,0,44.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.ATP.TO21.50,8054320901211,XJ ATP Torino 21 EDP 50ml,0,36.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.KH.50,8033488153458,XJ Oud Stars Al-Khatt 50 ml,0,50.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AII.100,8033488154967,XJ Oud Stars ALEXANDRIA II - parfum 100 ml,0,99.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AII.50,8033488154950,XJ Oud Stars ALEXANDRIA II - parfum 50 ml,0,59.0000,6.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,6.00000,0,6.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.MA.50,8033488153465,XJ Oud Stars Mamluk 50 ml,0,50.0000,4.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,4.00000,0,4.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.AMMU.50,8033488151997,XJ Shooting Stars Amber & Musk 2x50 ml,0,130.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
XERJOFF GROUP S.p.A. (EUR),EUR,SOS,Catalogue,Fragrances,XJ.APO.50,8033488159139,XJ Shooting Stars Apollonia 50 ml,0,47.0000,12.00000,0,SOS CH 0404 - ETA SIN 2707,0,0,0,0,12.00000,0,12.00000,0,PO0425
